date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:40:25	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-6094f7bb-d2bcf9fabd0f6421;gz%22	https://cosmos-themes.online/themes/watson/wp-includes/wlwmanifest.xml	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-includes/wlwmanifest.xml	(from https://cosmos-themes.online/themes/watson/)
08:40:26	2291/2291	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20Nov%202021%2007:40:26%20GMT	https://cosmos-themes.online/themes/watson/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcosmos-themes.online%2Fthemes%2Fwatson%2F	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-json/oembed/1.0/embed75dc.json	(from https://cosmos-themes.online/themes/watson/)
08:40:26	2377/2377	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Nov%202021%2007:40:27%20GMT	https://cosmos-themes.online/themes/watson/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcosmos-themes.online%2Fthemes%2Fwatson%2F&format=xml	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-json/oembed/1.0/embed705c	(from https://cosmos-themes.online/themes/watson/)
08:40:27	444/444	---M--	200	added ('OK')	image/png	etag:%221bc-609e5608-c47991ad4a1d54ee;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/cropped-watson-sicon-32x32.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/cropped-watson-sicon-32x32.png	(from https://cosmos-themes.online/themes/watson/)
08:40:28	3047/3047	---M--	200	added ('OK')	image/png	etag:%22be7-609e5607-d0f700bb9ac94711;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/cropped-watson-sicon-192x192.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/cropped-watson-sicon-192x192.png	(from https://cosmos-themes.online/themes/watson/)
08:40:29	2854/2854	---M--	200	added ('OK')	image/png	etag:%22b26-609e5607-dd138607725cfaaa;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/cropped-watson-sicon-180x180.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/cropped-watson-sicon-180x180.png	(from https://cosmos-themes.online/themes/watson/)
08:40:29	55980/55980	---M--	200	added ('OK')	image/jpeg	etag:%22daac-609b84f5-a4bd2b7d83d6d3e3;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/profile-img.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/profile-img.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:31	4462/4462	---M--	200	added ('OK')	image/png	etag:%22116e-609e159b-fa9d4675514bd831;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/signature-white.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/signature-white.png	(from https://cosmos-themes.online/themes/watson/)
08:40:32	341161/341161	---M--	200	added ('OK')	image/jpeg	etag:%22534a9-6095126b-29ef6dc83b720dee;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/home-bg.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/home-bg.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:33	47423/47423	---M--	200	added ('OK')	image/png	etag:%22b93f-609e156c-41122d7f90c7ad6d;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client1.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client1.png	(from https://cosmos-themes.online/themes/watson/)
08:40:33	32287/32287	---M--	200	added ('OK')	image/png	etag:%227e1f-609e156c-fe2d668b71b95270;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client2.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client2.png	(from https://cosmos-themes.online/themes/watson/)
08:40:35	62563/62563	---M--	200	added ('OK')	image/png	etag:%22f463-609e156e-f82dd627f2585dc5;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client3.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client3.png	(from https://cosmos-themes.online/themes/watson/)
08:40:35	45833/45833	---M--	200	added ('OK')	image/png	etag:%22b309-609e156e-2c9663b09324a7c5;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client4.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client4.png	(from https://cosmos-themes.online/themes/watson/)
08:40:36	38715/38715	---M--	200	added ('OK')	image/png	etag:%22973b-609e1570-f14e75de2bc046d9;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client5.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client5.png	(from https://cosmos-themes.online/themes/watson/)
08:40:37	57316/57316	---M--	200	added ('OK')	image/png	etag:%22dfe4-609e1570-71199e4c6b4622d8;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client6.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client6.png	(from https://cosmos-themes.online/themes/watson/)
08:40:38	23157/23157	---M--	200	added ('OK')	image/png	etag:%225a75-609e1571-8f6e6b1d519ff3f8;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client7.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/client7.png	(from https://cosmos-themes.online/themes/watson/)
08:40:39	4566/4566	---M--	200	added ('OK')	image/jpeg	etag:%2211d6-60951086-8bc82d4a2d8da992;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/author-1-100x100.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/author-1-100x100.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:40	4805/4805	---M--	200	added ('OK')	image/jpeg	etag:%2212c5-60951085-39b2be600c32e0f2;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/author-2-100x100.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/author-2-100x100.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:41	4476/4476	---M--	200	added ('OK')	image/jpeg	etag:%22117c-60951084-2f04bee76a9b15fc;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/author-3-100x100.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/author-3-100x100.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:42	85894/85894	---M--	200	added ('OK')	image/jpeg	etag:%2214f86-609914f7-987dabf0ccd55627;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-1.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-1.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:42	17857/17857	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:40:43%20GMT	https://cosmos-themes.online/themes/watson/portfolio/book-design/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/portfolio/book-design/index.html	(from https://cosmos-themes.online/themes/watson/)
08:40:44	61459/61459	---M--	200	added ('OK')	image/jpeg	etag:%22f013-609914ef-2a1bff0cecaf116f;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-10.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-10.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:45	38622/38622	---M--	200	added ('OK')	image/jpeg	etag:%2296de-609914f0-c43e82553b53048d;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-9.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-9.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:48	18055/18055	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:40:49%20GMT	https://cosmos-themes.online/themes/watson/portfolio/notepad-mockup/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/portfolio/notepad-mockup/index.html	(from https://cosmos-themes.online/themes/watson/)
08:40:48	65665/65665	---M--	200	added ('OK')	image/jpeg	etag:%2210081-609914f1-6a4a161a04459117;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-8.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-8.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:49	44546/44546	---M--	200	added ('OK')	image/jpeg	etag:%22ae02-609914f2-a5b4b48882ba5c4f;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-7.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-7.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:50	18031/18031	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:40:51%20GMT	https://cosmos-themes.online/themes/watson/portfolio/door-hangar/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/portfolio/door-hangar/index.html	(from https://cosmos-themes.online/themes/watson/)
08:40:51	79623/79623	---M--	200	added ('OK')	image/jpeg	etag:%2213707-609914f3-4d9e15355366b13d;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-6.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-6.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:52	18024/18024	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:40:53%20GMT	https://cosmos-themes.online/themes/watson/portfolio/back-pack/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/portfolio/back-pack/index.html	(from https://cosmos-themes.online/themes/watson/)
08:40:53	81385/81385	---M--	200	added ('OK')	image/jpeg	etag:%2213de9-609914f4-7253345b9d3799b;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-5.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-5.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:54	41862/41862	---M--	200	added ('OK')	image/jpeg	etag:%22a386-609914f5-862ecf013c58e0e2;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-4.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-4.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:56	36427/36427	---M--	200	added ('OK')	image/jpeg	etag:%228e4b-609914f5-560e35afe25b3cfb;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-3.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-3.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:57	31814/31814	---M--	200	added ('OK')	image/jpeg	etag:%227c46-609914f6-8d8afd1faebaaa;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-2.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-2.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:58	17866/17866	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:40:59%20GMT	https://cosmos-themes.online/themes/watson/portfolio/creative-box/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/portfolio/creative-box/index.html	(from https://cosmos-themes.online/themes/watson/)
08:40:58	15527/15527	---M--	200	added ('OK')	image/jpeg	etag:%223ca7-609914ee-247f597bec0da45c;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-11.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/portfolio-11.jpg	(from https://cosmos-themes.online/themes/watson/)
08:40:59	28717/28717	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:41:00%20GMT	https://cosmos-themes.online/themes/watson/best-way-to-design/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/best-way-to-design/index.html	(from https://cosmos-themes.online/themes/watson/)
08:41:01	22992/22992	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:41:02%20GMT	https://cosmos-themes.online/themes/watson/things-i-need-to-get-started/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/things-i-need-to-get-started/index.html	(from https://cosmos-themes.online/themes/watson/)
08:41:02	370678/370678	---M--	200	added ('OK')	image/jpeg	etag:%225a7f6-60990558-cabfc0dee5652073;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-1.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-1.jpg	(from https://cosmos-themes.online/themes/watson/)
08:41:03	22941/22941	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:41:04%20GMT	https://cosmos-themes.online/themes/watson/my-current-workspace/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/my-current-workspace/index.html	(from https://cosmos-themes.online/themes/watson/)
08:41:05	264036/264036	---M--	200	added ('OK')	image/jpeg	etag:%2240764-60990555-ab3d204913f1ef72;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-2.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-2.jpg	(from https://cosmos-themes.online/themes/watson/)
08:41:05	23027/23027	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:41:06%20GMT	https://cosmos-themes.online/themes/watson/best-place-to-travel-this-summer/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/best-place-to-travel-this-summer/index.html	(from https://cosmos-themes.online/themes/watson/)
08:41:06	286468/286468	---M--	200	added ('OK')	image/jpeg	etag:%2245f04-60990553-bdb115b68238b311;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-3.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-3.jpg	(from https://cosmos-themes.online/themes/watson/)
08:41:08	23057/23057	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:41:08%20GMT	https://cosmos-themes.online/themes/watson/latest-ui-trends-to-inspired-from/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/latest-ui-trends-to-inspired-from/index.html	(from https://cosmos-themes.online/themes/watson/)
08:41:08	364388/364388	---M--	200	added ('OK')	image/jpeg	etag:%2258f64-60990550-12223f36a83332a6;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-4.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-4.jpg	(from https://cosmos-themes.online/themes/watson/)
08:41:10	22885/22885	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:41:10%20GMT	https://cosmos-themes.online/themes/watson/latest-tech-2021/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/latest-tech-2021/index.html	(from https://cosmos-themes.online/themes/watson/)
08:41:10	249850/249850	---M--	200	added ('OK')	image/jpeg	etag:%223cffa-6099054d-694e998c888a30f9;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-5.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-5.jpg	(from https://cosmos-themes.online/themes/watson/)
08:41:12	22904/22904	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:41:13%20GMT	https://cosmos-themes.online/themes/watson/best-easy-to-cook/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/best-easy-to-cook/index.html	(from https://cosmos-themes.online/themes/watson/)
08:41:13	353892/353892	---M--	200	added ('OK')	image/jpeg	etag:%2256664-6099054a-8e39d779b4ab5ba6;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-6.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-6.jpg	(from https://cosmos-themes.online/themes/watson/)
08:41:14	22967/22967	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:41:14%20GMT	https://cosmos-themes.online/themes/watson/best-sound-editing-software/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/best-sound-editing-software/index.html	(from https://cosmos-themes.online/themes/watson/)
08:41:14	344457/344457	---M--	200	added ('OK')	image/jpeg	etag:%2254189-60990548-51d90231c4ee9f9e;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-7.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-7.jpg	(from https://cosmos-themes.online/themes/watson/)
08:41:15	22756/22756	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Nov%202021%2007:41:16%20GMT	https://cosmos-themes.online/themes/watson/top-beaches-in-the-world/	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/top-beaches-in-the-world/index.html	(from https://cosmos-themes.online/themes/watson/)
08:41:16	250661/250661	---M--	200	added ('OK')	image/jpeg	etag:%223d325-60990545-cb6fef170d200e62;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-8.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-8.jpg	(from https://cosmos-themes.online/themes/watson/)
08:41:17	357/357	---M-Z	200	added ('OK')	text/css	etag:%22165-60ab9eaf-d7ae526231b7f36;gz%22	https://cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_single_7353a80d07cadf5b656d19b006730075.css?ver=1637100102	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_single_7353a80d07cadf5b656d19b00673007555bf.css	(from https://cosmos-themes.online/themes/watson/)
08:41:17	80/80	---MCZ	200	added ('OK')	text/css	etag:W/%2250-60ab9eaf-cd080d347916f4f;;;%22	https://cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_single_77a9d7ad35540b0ddb1b0bc312dfcdbc.css?ver=1637100102	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_single_77a9d7ad35540b0ddb1b0bc312dfcdbc55bf.css	(from https://cosmos-themes.online/themes/watson/)
08:41:17	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226196fc6b-4d7%22	https://cosmos-themes.online/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/6%20CVs/temp/mud/cosmos-themes.online/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://cosmos-themes.online/themes/watson/)
08:41:18	388036/388036	---M--	200	added ('OK')	image/jpeg	etag:%225ebc4-60990543-4f954a8604923aa8;;;%22	https://cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-9.jpg	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/uploads/2021/05/blog-9.jpg	(from https://cosmos-themes.online/themes/watson/)
08:41:18	6406/6406	---M-Z	200	added ('OK')	application/x-javascript	etag:%221906-60f73a81-634e44b72ccbf4ca;gz%22	https://cosmos-themes.online/themes/watson/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-includes/js/dist/vendor/regenerator-runtime.minb36a.js	(from https://cosmos-themes.online/themes/watson/)
08:41:18	16470/16470	---M-Z	200	added ('OK')	application/x-javascript	etag:%224056-60f73a81-f91dbc0d3075618d;gz%22	https://cosmos-themes.online/themes/watson/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://cosmos-themes.online/themes/watson/)
08:41:32	629885/629885	---M-Z	200	added ('OK')	application/x-javascript	etag:%2299c7d-61942a46-77883e983e6efdf6;gz%22	https://cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/js/autoptimize_0b16f39debeedcfcc92a159caf4a7a93.js	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/js/autoptimize_0b16f39debeedcfcc92a159caf4a7a93.js	(from https://cosmos-themes.online/themes/watson/)
08:41:32	707/707	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Nov%202021%2007:41:30%20GMT	http://cosmos-themes.online/themes/watson/wp-content/themes/watson-child/img/arrow-dark.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/themes/watson-child/img/arrow-dark.33.delayed	(from https://cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_d5b3a6fc8c98c7e52d9e1230f2e36634.css)
08:41:33	4646/4646	---M--	200	added ('OK')	image/png	etag:%221226-60ab983d-b2b2544ea6a89464;;;%22	https://cosmos-themes.online/themes/watson/wp-content/themes/watson-child/img/arrow-dark.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/themes/watson-child/img/arrow-dark.png	(from https://cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_d5b3a6fc8c98c7e52d9e1230f2e36634.css)
08:41:34	707/707	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Nov%202021%2007:41:35%20GMT	http://cosmos-themes.online/themes/watson/wp-content/themes/watson/fonts/fa-brands-400.eot	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/themes/watson/fonts/fa-brands-400.eot	(from https://cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_d5b3a6fc8c98c7e52d9e1230f2e36634.css)
08:41:37	707/707	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Nov%202021%2007:41:38%20GMT	http://cosmos-themes.online/themes/watson/wp-content/themes/watson/fonts/Linearicons-Free.eot?w118d	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/themes/watson/fonts/Linearicons-Free54e9.eot	(from https://cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_d5b3a6fc8c98c7e52d9e1230f2e36634.css)
08:41:38	115052/115052	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221c16c-60aa3012-5dd5b542d4dde66a;;;%22	https://cosmos-themes.online/themes/watson/wp-content/themes/watson/fonts/fa-brands-400.eot	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/themes/watson/fonts/fa-brands-400.eot	(from https://cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_d5b3a6fc8c98c7e52d9e1230f2e36634.css)
08:41:41	707/707	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Nov%202021%2007:41:42%20GMT	http://cosmos-themes.online/themes/watson/wp-content/themes/watson/css/owl.video.play.png	D:/6%20CVs/temp/mud/cosmos-themes.online/themes/watson/wp-content/themes/watson/css/owl.video.play.png	(from https://cosmos-themes.online/themes/watson/wp-content/cache/autoptimize/css/autoptimize_d5b3a6fc8c98c7e52d9e1230f2e36634.css)
